scene_id,method,prompt_type,N,target_correct,target_fail,target_selection_accuracy,grasp_attempted,physical_grasp_success,physical_grasp_success_rate_attempted,correct_object_grasp_success,task_success_rate,wrong_target_prevented,wrong_target_prevented_rate,wrong_object_grasp,asked_N,asked_rate,mean_questions_all,mean_questions_asked,mean_time_s,median_time_s
scene_16,vlm_best_question,partial,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,1,1.0,1.0,1.0,129.04905462265015,129.04905462265015
scene_17,proposed_efe,ambiguous,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,1,1.0,2.0,2.0,126.79300379753111,126.79300379753111
scene_17,proposed_efe,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,67.79375457763672,67.79375457763672
scene_17,proposed_efe,partial,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,86.18184566497803,86.18184566497803
scene_17,random_candidate,ambiguous,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,70.93351745605469,70.93351745605469
scene_17,random_candidate,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,74.24806904792786,74.24806904792786
scene_17,random_candidate,partial,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,5.840173721313477,5.840173721313477
scene_17,top_score,ambiguous,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,33.772834062576294,33.772834062576294
scene_17,top_score,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,61.18797755241394,61.18797755241394
scene_17,top_score,partial,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,4.873505353927612,4.873505353927612
scene_17,vlm_best_question,ambiguous,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,1,1.0,2.0,2.0,204.58700847625727,204.58700847625727
scene_17,vlm_best_question,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,112.794926404953,112.794926404953
scene_18,proposed_efe,ambiguous,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,1,1.0,1.0,1.0,98.386981010437,98.386981010437
scene_18,proposed_efe,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,105.67159295082092,105.67159295082092
scene_18,proposed_efe,partial,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,84.34308362007141,84.34308362007141
scene_18,random_candidate,ambiguous,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,98.01175856590272,98.01175856590272
scene_18,random_candidate,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,66.63698768615723,66.63698768615723
scene_18,random_candidate,partial,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,57.83348870277405,57.83348870277405
scene_18,top_score,ambiguous,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,20.25336265563965,20.25336265563965
scene_18,top_score,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,75.52289199829102,75.52289199829102
scene_18,top_score,partial,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,44.50240874290466,44.50240874290466
scene_18,vlm_best_question,ambiguous,1,1,0,1.0,1,0,0.0,0,0.0,0,0.0,0,1,1.0,1.0,1.0,89.71352481842041,89.71352481842041
scene_18,vlm_best_question,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,76.68568778038025,76.68568778038025
scene_18,vlm_best_question,partial,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,91.0746328830719,91.0746328830719
scene_19,proposed_efe,ambiguous,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,1,1.0,1.0,1.0,84.90478610992432,84.90478610992432
scene_19,proposed_efe,clear,1,1,0,1.0,1,0,0.0,0,0.0,0,0.0,0,1,1.0,1.0,1.0,90.9542841911316,90.9542841911316
scene_19,proposed_efe,partial,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,69.72500085830688,69.72500085830688
scene_19,random_candidate,ambiguous,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,11.07080078125,11.07080078125
scene_19,random_candidate,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,53.793724060058594,53.793724060058594
scene_19,random_candidate,partial,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,51.51635766029358,51.51635766029358
scene_19,top_score,ambiguous,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,65.04689764976501,65.04689764976501
scene_19,top_score,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,49.58316588401794,49.58316588401794
scene_19,top_score,partial,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,9.721619606018066,9.721619606018066
scene_19,vlm_best_question,ambiguous,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,1,1.0,2.0,2.0,147.0919668674469,147.0919668674469
scene_19,vlm_best_question,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,86.36129260063171,86.36129260063171
scene_19,vlm_best_question,partial,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,61.08268809318543,61.08268809318543
scene_20,proposed_efe,partial,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,24.958513498306274,24.958513498306274
scene_20,random_candidate,ambiguous,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,29.73502516746521,29.73502516746521
scene_20,random_candidate,clear,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,0,0.0,0.0,,59.16199445724487,59.16199445724487
scene_20,random_candidate,partial,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,7.396331310272217,7.396331310272217
scene_20,top_score,ambiguous,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,8.734300374984741,8.734300374984741
scene_20,top_score,partial,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,6.5115954875946045,6.5115954875946045
scene_20,vlm_best_question,ambiguous,1,1,0,1.0,1,1,1.0,1,1.0,0,0.0,0,1,1.0,3.0,3.0,194.820748090744,194.820748090744
scene_20,vlm_best_question,partial,1,0,1,0.0,0,0,,0,0.0,1,1.0,0,0,0.0,0.0,,70.14971852302551,70.14971852302551
