trial_id,experiment_id,experiment_type,scene_id,scene_type,object_categories,prompt,prompt_type,method,expected_candidate_id,expected_display_id,notes,started_at_epoch_s,scene_observation_path,session_id,status,candidate_count,question_count,resolved_candidate_id,latency_s,updated_at_epoch_s,outcome,operator_note,finished_at_epoch_s,audit_failure_reason,audit_reviewed,include_in_audit,prompt_text,candidate_set_size,candidate_state,correct,num_questions,latency_sec,prompt_length,target_category,attribute_type,prompt_id,exact_prompt_key,prompt_norm,has_my,has_color,has_spatial,has_relation,has_size,has_modifier,prompt_object_category,prompt_pool_key,prompt_pool_n,prompt_pool_unique_n,prompt_pool_repetition_rate,prompt_text_repeat_count_in_pool
trial_20260513_014610_fab5e8,top_cups_01,main,scene_007,cup_only,[],Picky up the pink cup.,partial,top_score,,,,1778604371.4044924,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,b654199b-073f-4d55-afe4-c958bd073b6b,finished,1,0,cand_001,4.702231407165527,1779203950.3307588,wrong,,1778604376.1066759,wrong_object_selected,True,True,Picky up the pink cup.,1,,0,0,4.702231407165527,22,,,Picky up the pink cup.,scene_007::Picky up the pink cup.,picky up the pink cup,0,1,0,0,0,1,cup,scene_007|partial,16,6,0.625,1
trial_20260513_014625_a8dde3,top_cups_01,main,scene_007,cup_only,[],Picky up the center cup.,partial,top_score,,,,1778604387.2096436,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,9a87150f-d6fe-4524-a5b0-1726bd8daafa,finished,1,0,cand_001,5.205851078033447,1779203997.144417,wrong,,1778604392.4154444,wrong_object_selected,True,True,Picky up the center cup.,1,,0,0,5.205851078033447,24,,,Picky up the center cup.,scene_007::Picky up the center cup.,picky up the center cup,0,0,1,0,0,1,cup,scene_007|partial,16,6,0.625,2
trial_20260513_014644_dc35c6,top_cups_01,main,scene_007,cup_only,[],Picky up the right cup.,partial,top_score,,,,1778604405.4981627,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,47e9e9e1-ec3e-4d1f-8caf-c0540814cce6,finished,1,0,cand_001,5.210686206817627,1778604410.7089558,correct,,1778604410.7087884,,False,True,Picky up the right cup.,1,,1,0,5.210686206817627,23,,,Picky up the right cup.,scene_007::Picky up the right cup.,picky up the right cup,0,0,1,0,0,1,cup,scene_007|partial,16,6,0.625,2
trial_20260513_014700_af7b07,top_cups_01,main,scene_007,cup_only,[],Picky up my cup.,ambiguous,top_score,,,,1778604421.3887272,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,ad7af75f-454e-4d0c-93b3-5b614d6190e0,finished,7,0,cand_001,6.285934686660767,1779204006.3887172,wrong,,1778604427.6745849,ambiguity_not_solved,True,True,Picky up my cup.,7,,0,0,6.285934686660767,16,,,Picky up my cup.,scene_007::Picky up my cup.,picky up my cup,1,0,0,0,0,1,cup,scene_007|ambiguous,13,1,0.9230769230769231,13
trial_20260513_014714_289fa3,top_cups_01,main,scene_007,cup_only,[],Picky up my cup.,ambiguous,top_score,,,,1778604435.488286,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,b194bb47-7e68-45da-8463-f083cf501337,finished,7,0,cand_001,3.387148141860962,1779204013.234573,wrong,,1778604438.8752809,ambiguity_not_solved,True,True,Picky up my cup.,7,,0,0,3.387148141860962,16,,,Picky up my cup.,scene_007::Picky up my cup.,picky up my cup,1,0,0,0,0,1,cup,scene_007|ambiguous,13,1,0.9230769230769231,13
trial_20260513_014735_3e2b8c,top_cups_01,main,scene_007,cup_only,[],Picky up my cup.,ambiguous,random_candidate,,,,1778604456.7243335,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,94c0ac87-f8f6-4c98-a74e-62b6458f560f,finished,7,0,cand_002,4.684960126876831,1779204021.116234,wrong,,1778604461.4091558,ambiguity_not_solved,True,True,Picky up my cup.,7,,0,0,4.684960126876831,16,,,Picky up my cup.,scene_007::Picky up my cup.,picky up my cup,1,0,0,0,0,1,cup,scene_007|ambiguous,13,1,0.9230769230769231,13
trial_20260513_014743_524a83,top_cups_01,main,scene_007,cup_only,[],Picky up my cup.,ambiguous,random_candidate,,,,1778604464.279025,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,81f811a7-1375-4622-84b3-1c9c29d6d04a,finished,7,0,cand_006,7.308588266372681,1779204027.4360557,wrong,,1778604471.5875113,ambiguity_not_solved,True,True,Picky up my cup.,7,,0,0,7.308588266372681,16,,,Picky up my cup.,scene_007::Picky up my cup.,picky up my cup,1,0,0,0,0,1,cup,scene_007|ambiguous,13,1,0.9230769230769231,13
trial_20260513_014800_e7a0db,top_cups_01,main,scene_007,cup_only,[],Picky up the yellow cup.,clear,random_candidate,,,,1778604482.0890784,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,14a7d102-16f2-45a1-aabe-efdbbb791452,finished,1,0,cand_001,4.662235975265503,1778604486.7513692,correct,,1778604486.7512696,,False,True,Picky up the yellow cup.,1,,1,0,4.662235975265503,24,,,Picky up the yellow cup.,scene_007::Picky up the yellow cup.,picky up the yellow cup,0,1,0,0,0,1,cup,scene_007|clear,13,6,0.5384615384615384,3
trial_20260513_014820_8d4164,top_cups_01,main,scene_007,cup_only,[],Picky up the blue cup.,clear,random_candidate,,,,1778604501.3389227,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,1179d62f-c2d2-4f22-8f2b-93f5a190cfbe,finished,1,0,cand_001,3.844196319580078,1778604505.1832528,correct,,1778604505.183038,,False,True,Picky up the blue cup.,1,,1,0,3.844196319580078,22,,,Picky up the blue cup.,scene_007::Picky up the blue cup.,picky up the blue cup,0,1,0,0,0,1,cup,scene_007|clear,13,6,0.5384615384615384,4
trial_20260513_014845_87f91a,top_cups_01,main,scene_007,cup_only,[],Picky up the center cup.,partial,random_candidate,,,,1778604526.4313498,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,c3865bdc-773f-48d3-bf65-3506d572af84,finished,1,0,cand_001,5.426709175109863,1779204054.5604815,wrong,,1778604531.8580105,wrong_object_selected,True,True,Picky up the center cup.,1,,0,0,5.426709175109863,24,,,Picky up the center cup.,scene_007::Picky up the center cup.,picky up the center cup,0,0,1,0,0,1,cup,scene_007|partial,16,6,0.625,2
trial_20260513_014900_f5dcc9,top_cups_01,main,scene_007,cup_only,[],Picky up the left cup.,partial,random_candidate,,,,1778604541.5198593,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,69e94942-9e96-4256-af46-8395042e6e78,finished,2,0,cand_001,6.862415790557861,1779204068.6517293,wrong,,1778604548.3822234,wrong_object_selected,True,True,Picky up the left cup.,2,,0,0,6.862415790557861,22,,,Picky up the left cup.,scene_007::Picky up the left cup.,picky up the left cup,0,0,1,0,0,1,cup,scene_007|partial,16,6,0.625,6
trial_20260513_014919_3f290c,top_cups_01,main,scene_007,cup_only,[],Picky up the left cup.,partial,vlm_direct,,,,1778604560.8703194,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,5d6d92c8-c160-4deb-bcd5-0e4b5b34aefb,finished,2,0,cand_001,81.32144594192505,1779204094.8451173,wrong,,1778604642.1916592,ambiguity_not_solved,True,True,Picky up the left cup.,2,,0,0,81.32144594192505,22,,,Picky up the left cup.,scene_007::Picky up the left cup.,picky up the left cup,0,0,1,0,0,1,cup,scene_007|partial,16,6,0.625,6
trial_20260513_015051_02fc31,top_cups_01,main,scene_007,cup_only,[],Picky up the right cup.,partial,vlm_direct,,,,1778604652.656606,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,80813d1e-65df-4e4b-8772-b87ada32109b,finished,1,0,cand_001,6.067076683044434,1779204134.4618566,wrong,,1778604658.7236016,gd_missing_target_candidate,True,True,Picky up the right cup.,1,,0,0,6.067076683044434,23,,,Picky up the right cup.,scene_007::Picky up the right cup.,picky up the right cup,0,0,1,0,0,1,cup,scene_007|partial,16,6,0.625,2
trial_20260513_015143_b20d61,top_cups_01,main,scene_007,cup_only,[],Picky up the white cup.,clear,vlm_direct,,,,1778604704.3974955,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,32439048-ba6b-48f1-90f7-0a1a3a6d8e90,finished,8,0,cand_002,84.52562284469604,1778604788.9233127,correct,,1778604788.9229798,,False,True,Picky up the white cup.,8,,1,0,84.52562284469604,23,,,Picky up the white cup.,scene_007::Picky up the white cup.,picky up the white cup,0,1,0,0,0,1,cup,scene_007|clear,13,6,0.5384615384615384,1
trial_20260513_015334_5ef672,top_cups_01,main,scene_007,cup_only,[],Picky up the brown cup.,clear,vlm_direct,,,,1778604815.7316241,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,2975b796-55c7-4b8f-9c75-eb18b2e157fb,finished,1,0,cand_001,4.031920909881592,1778604819.7636,correct,,1778604819.763492,,False,True,Picky up the brown cup.,1,,1,0,4.031920909881592,23,,,Picky up the brown cup.,scene_007::Picky up the brown cup.,picky up the brown cup,0,0,0,0,0,0,cup,scene_007|clear,13,6,0.5384615384615384,1
trial_20260513_015407_07fccf,top_cups_01,main,scene_007,cup_only,[],Picky up my cup.,ambiguous,vlm_direct,,,,1778604848.3606796,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,b7803231-d978-4d6c-8213-12ed78bbd9e4,finished,7,0,cand_001,62.38471221923828,1779204154.8353446,wrong,,1778604910.7453265,ambiguity_not_solved,True,True,Picky up my cup.,7,,0,0,62.38471221923828,16,,,Picky up my cup.,scene_007::Picky up my cup.,picky up my cup,1,0,0,0,0,1,cup,scene_007|ambiguous,13,1,0.9230769230769231,13
trial_20260513_015513_65307d,top_cups_01,main,scene_007,cup_only,[],Picky up my cup.,ambiguous,vlm_direct,,,,1778604914.0920668,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,f629953a-9aee-4262-a127-c8ab1a453eb1,finished,7,0,cand_001,60.76058793067932,1779204165.9221182,wrong,,1778604974.8525271,ambiguity_not_solved,True,True,Picky up my cup.,7,,0,0,60.76058793067932,16,,,Picky up my cup.,scene_007::Picky up my cup.,picky up my cup,1,0,0,0,0,1,cup,scene_007|ambiguous,13,1,0.9230769230769231,13
trial_20260513_015640_fc65b2,top_cups_01,main,scene_007,cup_only,[],Picky up the green cup.,partial,first_question,,,,1778605001.4831781,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,42bf9b32-8e77-4cbf-afb8-0dbd611ff6ab,finished,1,0,cand_001,4.126374244689941,1778605005.6096177,correct,,1778605005.6095042,,False,True,Picky up the green cup.,1,,1,0,4.126374244689941,23,,,Picky up the green cup.,scene_007::Picky up the green cup.,picky up the green cup,0,1,0,0,0,1,cup,scene_007|partial,16,6,0.625,1
trial_20260513_015659_d11823,top_cups_01,main,scene_007,cup_only,[],Picky up the blue cup.,clear,first_question,,,,1778605020.9695754,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,f8ee84bb-8683-4c2c-ad67-1b3fcfb14fc2,finished,1,0,cand_001,4.714961051940918,1778605025.6845918,correct,,1778605025.6844804,,False,True,Picky up the blue cup.,1,,1,0,4.714961051940918,22,,,Picky up the blue cup.,scene_007::Picky up the blue cup.,picky up the blue cup,0,1,0,0,0,1,cup,scene_007|clear,13,6,0.5384615384615384,4
trial_20260513_015728_52542a,top_cups_01,main,scene_007,cup_only,[],Picky up the left cup.,partial,first_question,,,,1778605049.227638,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,8815e1e4-04a7-4f81-a6fc-d9558edb6174,finished,2,1,cand_002,66.14310073852539,1778605115.3709402,correct,,1778605115.370596,,False,True,Picky up the left cup.,2,,1,1,66.14310073852539,22,,,Picky up the left cup.,scene_007::Picky up the left cup.,picky up the left cup,0,0,1,0,0,1,cup,scene_007|partial,16,6,0.625,6
trial_20260513_015938_897dfa,top_cups_01,main,scene_007,cup_only,[],Picky up the bottom cup.,partial,first_question,,,,1778605180.131746,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,28667b83-a2da-41fe-a405-44a661fa027f,finished,1,0,cand_001,3.869677782058716,1778605184.0014784,correct,,1778605184.0013723,,False,True,Picky up the bottom cup.,1,,1,0,3.869677782058716,24,,,Picky up the bottom cup.,scene_007::Picky up the bottom cup.,picky up the bottom cup,0,0,1,0,0,1,cup,scene_007|partial,16,6,0.625,4
trial_20260513_015958_53f182,top_cups_01,main,scene_007,cup_only,[],Picky up my cup.,ambiguous,first_question,,,,1778605199.33012,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,db4f9f76-a370-44e4-a8bf-c8c260777ee0,finished,7,5,cand_005,377.4796485900879,1778605576.8098283,correct,,1778605576.8096814,,False,True,Picky up my cup.,7,,1,5,377.4796485900879,16,,,Picky up my cup.,scene_007::Picky up my cup.,picky up my cup,1,0,0,0,0,1,cup,scene_007|ambiguous,13,1,0.9230769230769231,13
trial_20260513_021022_46bd14,top_cups_01,main,scene_007,cup_only,[],Picky up my cup.,ambiguous,first_question,,,,1778605823.0632393,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,9436df91-3672-4c64-b20b-9cfbfe700921,finished,7,3,cand_004,284.41990852355957,1778606107.4832072,correct,,1778606107.4830832,,False,True,Picky up my cup.,7,,1,3,284.41990852355957,16,,,Picky up my cup.,scene_007::Picky up my cup.,picky up my cup,1,0,0,0,0,1,cup,scene_007|ambiguous,13,1,0.9230769230769231,13
trial_20260513_021522_cbf4a2,top_cups_01,main,scene_007,cup_only,[],Picky up the yellow cup.,clear,random_question,,,,1778606123.672325,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,0c9c8f8c-f75c-4c21-820e-a6b12cc42ccb,finished,1,0,cand_001,4.404230356216431,1778606128.0766115,correct,,1778606128.076495,,False,True,Picky up the yellow cup.,1,,1,0,4.404230356216431,24,,,Picky up the yellow cup.,scene_007::Picky up the yellow cup.,picky up the yellow cup,0,1,0,0,0,1,cup,scene_007|clear,13,6,0.5384615384615384,3
trial_20260513_021900_37a23a,top_cups_01,main,scene_007,cup_only,[],Picky up the blue cup.,clear,random_question,,,,1778606341.442975,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,ea738217-2707-4da8-a816-ad967a04cb50,finished,1,0,cand_001,6.275752544403076,1778606347.7187846,correct,,1778606347.7186756,,False,True,Picky up the blue cup.,1,,1,0,6.275752544403076,22,,,Picky up the blue cup.,scene_007::Picky up the blue cup.,picky up the blue cup,0,1,0,0,0,1,cup,scene_007|clear,13,6,0.5384615384615384,4
trial_20260513_021921_218b54,top_cups_01,main,scene_007,cup_only,[],Picky up the left cup.,partial,random_question,,,,1778606362.5226717,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,8627554a-6d6e-4763-b4a9-a9c451e65e14,finished,2,2,cand_002,152.66755652427673,1778606515.1902852,correct,,1778606515.1901705,,False,True,Picky up the left cup.,2,,1,2,152.66755652427673,22,,,Picky up the left cup.,scene_007::Picky up the left cup.,picky up the left cup,0,0,1,0,0,1,cup,scene_007|partial,16,6,0.625,6
trial_20260513_022230_87b0c5,top_cups_01,main,scene_007,cup_only,[],Picky up the bottom cup.,partial,random_question,,,,1778606552.0096438,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,a9d87128-a6db-40c6-9e68-c9c923798b07,finished,1,0,cand_001,4.135433673858643,1778606556.14522,correct,,1778606556.1449995,,False,True,Picky up the bottom cup.,1,,1,0,4.135433673858643,24,,,Picky up the bottom cup.,scene_007::Picky up the bottom cup.,picky up the bottom cup,0,0,1,0,0,1,cup,scene_007|partial,16,6,0.625,4
trial_20260513_022249_86e82e,top_cups_01,main,scene_007,cup_only,[],Picky up my cup.,ambiguous,random_question,,,,1778606570.339483,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,04210223-bca6-4b8b-abbf-9b4e670c5426,finished,7,1,cand_005,135.9414393901825,1778606706.2809794,correct,,1778606706.2808356,,False,True,Picky up my cup.,7,,1,1,135.9414393901825,16,,,Picky up my cup.,scene_007::Picky up my cup.,picky up my cup,1,0,0,0,0,1,cup,scene_007|ambiguous,13,1,0.9230769230769231,13
trial_20260513_022508_e55162,top_cups_01,main,scene_007,cup_only,[],Picky up my cup.,ambiguous,random_question,,,,1778606709.3695564,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,b438de8b-0cb8-48ad-8e2a-5592d577056a,finished,7,6,cand_004,372.9789135456085,1778607082.3485332,correct,,1778607082.348391,,False,True,Picky up my cup.,7,,1,6,372.9789135456085,16,,,Picky up my cup.,scene_007::Picky up my cup.,picky up my cup,1,0,0,0,0,1,cup,scene_007|ambiguous,13,1,0.9230769230769231,13
trial_20260513_023151_f99eac,top_cups_01,main,scene_007,cup_only,[],Picky up the green cup.,clear,vlm_best_question,,,,1778607112.56478,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,be94722a-4e90-42dc-97d5-3ac481d18fd2,finished,1,0,cand_001,17.34743857383728,1778607129.9122782,correct,,1778607129.9121683,,False,True,Picky up the green cup.,1,,1,0,17.34743857383728,23,,,Picky up the green cup.,scene_007::Picky up the green cup.,picky up the green cup,0,1,0,0,0,1,cup,scene_007|clear,13,6,0.5384615384615384,3
trial_20260513_023226_8ef4f5,top_cups_01,main,scene_007,cup_only,[],Picky up the yellow cup.,clear,vlm_best_question,,,,1778607148.2276516,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,1d8a856c-122a-466f-9bf4-7731b53e39aa,finished,1,0,cand_001,3.3583595752716064,1778607151.5862017,correct,,1778607151.5859122,,False,True,Picky up the yellow cup.,1,,1,0,3.3583595752716064,24,,,Picky up the yellow cup.,scene_007::Picky up the yellow cup.,picky up the yellow cup,0,1,0,0,0,1,cup,scene_007|clear,13,6,0.5384615384615384,3
trial_20260513_023241_3ed065,top_cups_01,main,scene_007,cup_only,[],Picky up the left cup.,partial,vlm_best_question,,,,1778607162.3230615,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,86adc3b0-f2cd-41d9-a413-0006e388fd0b,finished,2,1,cand_001,69.84825396537781,1778607232.171516,correct,,1778607232.171191,,False,True,Picky up the left cup.,2,,1,1,69.84825396537781,22,,,Picky up the left cup.,scene_007::Picky up the left cup.,picky up the left cup,0,0,1,0,0,1,cup,scene_007|partial,16,6,0.625,6
trial_20260513_023405_d36a86,top_cups_01,main,scene_007,cup_only,[],Picky up the bottom cup.,partial,vlm_best_question,,,,1778607246.9119473,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,f0bc5110-74d0-4d90-87ea-1babb48dce39,finished,1,0,cand_001,2.673112392425537,1778607249.585112,correct,,1778607249.5850158,,False,True,Picky up the bottom cup.,1,,1,0,2.673112392425537,24,,,Picky up the bottom cup.,scene_007::Picky up the bottom cup.,picky up the bottom cup,0,0,1,0,0,1,cup,scene_007|partial,16,6,0.625,4
trial_20260513_023414_53caba,top_cups_01,main,scene_007,cup_only,[],Picky up my cup.,ambiguous,vlm_best_question,,,,1778607255.8729687,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,d8a3bdc0-6ebd-4642-add3-2db4f54ebedc,finished,7,5,cand_005,311.0464234352112,1778607566.9194596,correct,,1778607566.9193044,,False,True,Picky up my cup.,7,,1,5,311.0464234352112,16,,,Picky up my cup.,scene_007::Picky up my cup.,picky up my cup,1,0,0,0,0,1,cup,scene_007|ambiguous,13,1,0.9230769230769231,13
trial_20260513_023934_04c301,top_cups_01,main,scene_007,cup_only,[],Picky up my cup.,ambiguous,vlm_best_question,,,,1778607574.9967465,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,b267a80a-0172-4b4b-80a4-b085e65e4c6f,finished,7,3,cand_004,210.3437488079071,1778607785.3406777,correct,,1778607785.3403482,,False,True,Picky up my cup.,7,,1,3,210.3437488079071,16,,,Picky up my cup.,scene_007::Picky up my cup.,picky up my cup,1,0,0,0,0,1,cup,scene_007|ambiguous,13,1,0.9230769230769231,13
trial_20260513_024322_2d4675,top_cups_01,main,scene_007,cup_only,[],Picky up the green cup.,clear,proposed_efe,,,,1778607803.70683,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,4da3cd78-9927-4093-bcec-b63653d90848,finished,1,0,cand_001,2.6091649532318115,1778607806.3161902,correct,,1778607806.3158927,,False,True,Picky up the green cup.,1,,1,0,2.6091649532318115,23,,,Picky up the green cup.,scene_007::Picky up the green cup.,picky up the green cup,0,1,0,0,0,1,cup,scene_007|clear,13,6,0.5384615384615384,3
trial_20260513_024335_0066e9,top_cups_01,main,scene_007,cup_only,[],Picky up the blue cup.,clear,proposed_efe,,,,1778607816.2685235,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,1e06d033-23bd-48f8-b832-30400705586e,finished,1,0,cand_001,4.873185157775879,1778607821.1417656,correct,,1778607821.1416597,,False,True,Picky up the blue cup.,1,,1,0,4.873185157775879,22,,,Picky up the blue cup.,scene_007::Picky up the blue cup.,picky up the blue cup,0,1,0,0,0,1,cup,scene_007|clear,13,6,0.5384615384615384,4
trial_20260513_024348_d6b7b4,top_cups_01,main,scene_007,cup_only,[],Picky up the bottom cup.,partial,proposed_efe,,,,1778607829.7869728,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,83992d25-8e58-4cc1-9408-eb2d75610f57,finished,1,0,cand_001,2.7991302013397217,1778607832.586177,correct,,1778607832.5860512,,False,True,Picky up the bottom cup.,1,,1,0,2.7991302013397217,24,,,Picky up the bottom cup.,scene_007::Picky up the bottom cup.,picky up the bottom cup,0,0,1,0,0,1,cup,scene_007|partial,16,6,0.625,4
trial_20260513_024408_b7eceb,top_cups_01,main,scene_007,cup_only,[],Picky up the left cup.,partial,proposed_efe,,,,1778607849.1173608,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,b61a12f9-6580-40e4-8c2f-3fd375dfa379,finished,2,1,cand_001,58.28901672363281,1778607907.4064693,correct,,1778607907.4062986,,False,True,Picky up the left cup.,2,,1,1,58.28901672363281,22,,,Picky up the left cup.,scene_007::Picky up the left cup.,picky up the left cup,0,0,1,0,0,1,cup,scene_007|partial,16,6,0.625,6
trial_20260513_025042_73b8f9,top_cups_01,main,scene_007,cup_only,[],Picky up my cup.,ambiguous,proposed_efe,,,,1778608243.8319018,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_007/observation.jpg,a3edb840-7915-40a7-9811-d372e66db03a,finished,7,1,cand_004,64.1993477344513,1778608308.0313098,correct,,1778608308.0311751,,False,True,Picky up my cup.,7,,1,1,64.1993477344513,16,,,Picky up my cup.,scene_007::Picky up my cup.,picky up my cup,1,0,0,0,0,1,cup,scene_007|ambiguous,13,1,0.9230769230769231,13
trial_20260514_151940_e9a437,top_cups_01,main,scene_008,cup_only,[],Pick up the blue cup,clear,top_score,,,,1778739589.675933,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_008/observation.jpg,1b30b45d-0080-4024-9217-f027770b8a2a,finished,1,0,cand_001,5.558732509613037,1778739595.2348306,correct,,1778739595.2345374,,False,True,Pick up the blue cup,1,"{'plausible': ['cand_001'], 'eliminated': [], 'last_removed': []}",1,0,5.558732509613037,20,,,Pick up the blue cup,scene_008::Pick up the blue cup,pick up the blue cup,0,1,0,0,0,1,cup,scene_008|clear,15,6,0.6,4
trial_20260514_152026_d86aa5,top_cups_01,main,scene_008,cup_only,[],Pick up the red cup,clear,top_score,,,,1778739627.828928,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_008/observation.jpg,ff6679ce-7fbf-4681-b1ff-2b66c4e2fd3d,finished,1,0,cand_001,3.3405301570892334,1778739631.1696079,correct,,1778739631.1693587,,False,True,Pick up the red cup,1,"{'plausible': ['cand_001'], 'eliminated': [], 'last_removed': []}",1,0,3.3405301570892334,19,,,Pick up the red cup,scene_008::Pick up the red cup,pick up the red cup,0,1,0,0,0,1,cup,scene_008|clear,15,6,0.6,5
trial_20260514_152057_ad9085,top_cups_01,main,scene_008,cup_only,[],Pick up the left most cup,clear,top_score,,,,1778739658.878537,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_008/observation.jpg,068b3493-3605-4ce8-831a-ea1b434b1dfc,finished,1,0,cand_001,4.227445363998413,1778739663.1061015,correct,,1778739663.1059084,,False,True,Pick up the left most cup,1,"{'plausible': ['cand_001'], 'eliminated': [], 'last_removed': []}",1,0,4.227445363998413,25,,,Pick up the left most cup,scene_008::Pick up the left most cup,pick up the left most cup,0,0,1,0,0,1,cup,scene_008|clear,15,6,0.6,1
trial_20260514_152124_99fe1b,top_cups_01,main,scene_008,cup_only,[],Pick up the left cup,partial,top_score,,,,1778739685.485163,/home/haoandong/ask2act/services/a6000_web/artifacts/offline_experiments/top_cups_01/scenes/scene_008/observation.jpg,abdfb13c-bc28-443b-a486-99f6311a7ac1,finished,2,0,cand_001,3.5643744468688965,1779204188.9524174,unresolved,,1778739689.0494606,ambiguity_not_solved,True,True,Pick up the left cup,2,"{'plausible': ['cand_001'], 'eliminated': ['cand_002'], 'last_removed': ['cand_002']}",0,0,3.5643744468688965,20,,,Pick up the left cup,scene_008::Pick up the left cup,pick up the left cup,0,0,1,0,0,1,cup,scene_008|partial,13,2,0.8461538461538461,7
